"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"TIMM9",0.433283928469789,8.35284774839931,3.58970289558976,0.00159306875316602,0.0187818768266411,-1.25609061876073
"CBX7",-0.728301535799234,8.72626098598329,-3.58878004677186,0.00159664068359995,0.0188089620744763,-1.2581950066048
"FDXR",0.707884628688135,6.5787566854167,3.58863466968773,0.00159720408879855,0.0188089620744763,-1.25852650061804
"LRCH1",-0.503280823347204,6.04682088577755,-3.58808013116524,0.00159935498112128,0.0188214131960561,-1.25979094956931
"KCTD13",0.599069230662975,6.51188943862776,3.58766089486175,0.0016009829626654,0.0188214131960561,-1.26074685367122
"LAMA3",-0.380000357242494,5.38518492965139,-3.58744408349612,0.00160182552413458,0.0188214131960561,-1.26124119651052
"MLLT10",-0.387636096136198,6.09027089760715,-3.586888957718,0.00160398481034611,0.0188214131960561,-1.26250688368077
"SBDS",-0.855544056616687,9.67104554731459,-3.58671596022697,0.00160465830656748,0.0188214131960561,-1.26290130846787
"S100PBP",0.550391288494612,7.37096963075017,3.58671384683736,0.00160466653591658,0.0188214131960561,-1.26290612685196
"TNFAIP3",-1.36517181758755,9.81795736846243,-3.58650193426516,0.00160549191475967,0.0188214131960561,-1.26338926959108
"ASPA",-0.837590815522821,5.60572213965774,-3.58646952373762,0.00160561818734128,0.0188214131960561,-1.26346316224741
"POLR3F",-0.53086756641341,6.80499174131184,-3.58597220052234,0.00160755699921536,0.0188333538082088,-1.26459698769814
"GON7",-1.07089030760156,7.79456081386181,-3.58525035915858,0.00161037518230915,0.0188555771489253,-1.26624261497407
"PIP4K2A",-0.802663271724882,8.00189089753208,-3.58337441876162,0.00161772184475253,0.0189307678653802,-1.27051894148593
"CD69",-1.55772763335765,9.24514623611319,-3.58215713057743,0.00162250664254128,0.0189759105445099,-1.27329353923501
"KCNMB3",0.516614624686007,5.72385362392695,3.58039655709145,0.00162945151072468,0.0190462501827538,-1.27730605884047
"HYAL1",-1.49139751809598,7.89728236171094,-3.57991295692305,0.00163136425140931,0.0190577238205448,-1.27840814749615
"CST4",1.14966117218697,6.99027166548999,3.57938189785213,0.00163346724024051,0.0190714055938406,-1.27961834991216
"ARHGAP8",0.898856900248199,6.18360881861181,3.57903869868115,0.0016348277204762,0.0190764076140173,-1.28040042520177
"NBR2",0.579275289934185,6.07216832019972,3.57819477895567,0.00163817784368891,0.0191046073656872,-1.28232345497939
"ZNF577",0.476726047471366,4.62290960025481,3.57643014240241,0.00164520473629456,0.0191585387394571,-1.28634415540831
"PRAF2",0.30199302130524,8.82584175425749,3.57626218697494,0.00164587508458302,0.0191585387394571,-1.28672681445171
"LINC02838",0.298729847727711,5.54575648115368,3.57625098806049,0.00164591979152517,0.0191585387394571,-1.28675232919606
"ZNF630",0.65924535046826,5.79435333431007,3.5760940017478,0.00164654661859114,0.0191585387394571,-1.28710999267726
"KCTD16",-0.314557986271809,4.61952781743038,-3.5752847861025,0.00164978143445248,0.0191852708062153,-1.28895357615724
"MCM8",0.2332428788081,5.1688194187631,3.5745819530613,0.00165259604785722,0.0192070887629152,-1.29055471263681
"MILIP",0.304890236749308,6.89362328401529,3.57416235313306,0.00165427865182418,0.0192157327848385,-1.29151057415524
"ZNF821",0.237673424895814,6.27489082219631,3.57268978222797,0.00166019700027049,0.0192704682755769,-1.29486491935272
"ATP6V1C1",-0.693082277658789,7.90147379670659,-3.57248216411257,0.0016610330986491,0.0192704682755769,-1.29533782213026
"POGZ",0.823704576931834,7.29487390792923,3.57228798891436,0.00166181543491441,0.0192704682755769,-1.29578009918959
"MTERF2",-0.762049809718031,6.90260720622637,-3.57196017544195,0.00166313702316365,0.0192748728499946,-1.29652675371812
"LPIN2",-0.652238419958652,8.31688708940103,-3.57154127062181,0.0016648273491891,0.0192835434951066,-1.29748086091168
"DCDC2",-1.36354953865857,5.80314140819867,-3.57107433364114,0.00166671347645713,0.0192944709969729,-1.29854433500914
"FCGR2A",-0.383438670296743,6.00875493217524,-3.570399086046,0.00166944475370269,0.0193151643719802,-1.30008218757762
"NAA10",0.519718363169044,8.65539924808211,3.56946932012497,0.00167321270628033,0.0193478217284969,-1.30219958013811
"UHRF1",1.58041928119916,6.39478317810092,3.56899963863206,0.0016751192992654,0.0193589309418775,-1.30326915293816
"CD1A",1.21435611269786,6.5319730311903,3.56729816897744,0.00168204398899371,0.0194163165737802,-1.3071435016363
"WFDC2",0.588651867705162,6.83671555013672,3.56726231243653,0.00168219022065006,0.0194163165737802,-1.30722514425591
"GUSB",0.306163664757244,7.66532842754542,3.56708075559239,0.00168293084486666,0.0194163165737802,-1.30763853230227
"LACTB",-0.909633476011922,7.62832061310421,-3.56684260568326,0.00168390281392162,0.0194165852915683,-1.30818076965552
"PTPRO",-0.421991565804442,7.72463301277548,-3.56618127867252,0.00168660479800555,0.0194367907662048,-1.30968648131044
"VAMP5",-0.498834638848201,7.01889895089599,-3.56533761383729,0.00169005793340636,0.0194573857268739,-1.31160724067103
"HS6ST2",1.99553369108542,5.49849359370591,3.56528018468617,0.00169029324387462,0.0194573857268739,-1.31173798471144
"H1-2",1.07338637788203,8.93586816710978,3.56483455909475,0.00169212024463819,0.0194674677048959,-1.31275248478792
"RTL10",0.477362931388493,7.15030021498803,3.56311209043877,0.00169920034752312,0.0195379401757055,-1.31667351996803
"RLIG1",-0.851748633439218,7.69669468954602,-3.56203610351998,0.00170363786139675,0.0195779652494145,-1.31912266399551
"GDF10",-1.46948672490337,5.73911645396367,-3.56040001705088,0.00171040708814409,0.0196447260791499,-1.32284634718935
"CD200",-0.906739245400111,7.16698108782114,-3.55955990676331,0.00171389324527639,0.0196737257717734,-1.32475824820609
"GVINP1",-0.948563586331137,7.19767458757699,-3.55797639040133,0.00172048322649941,0.0197383016798001,-1.32836166925011
"OPTN",-0.659465972100344,9.1530348207867,-3.55767363542992,0.00172174600172778,0.0197417229228921,-1.32905056765808
"RSPH10B2",0.680433165905446,6.05606940634235,3.55738856112141,0.00172293586258159,0.0197443047589347,-1.32969922161091
"MYSM1",-0.344964760891593,6.15921855427723,-3.55710057708376,0.00172413868693416,0.0197470321799001,-1.33035448321058
"P3H3",0.558401690951311,6.58384973042106,3.55684016987361,0.00172522703989596,0.019748446211158,-1.33094698680421
"DNAJA3",0.448468277942503,8.72637219624209,3.55642261457243,0.00172697358813105,0.019751472616733,-1.33189702638324
"SPI1",-1.11389885067359,8.04102467335137,-3.55631559526456,0.00172742150700894,0.019751472616733,-1.33214051679948
"CNBP",-0.560335511333172,10.2240375647084,-3.55533744388443,0.00173152074644898,0.0197872892895428,-1.33436592314892
"HBM",-0.482501707517371,5.05121850272776,-3.55493339360463,0.00173321682381574,0.0197956187126321,-1.33528513931319
"AKTIP",-0.86442843624604,8.32078060697235,-3.55468371191706,0.00173426572406928,0.0197965513522175,-1.33585315324452
"ACTB",-0.451833581191778,13.813221286045,-3.55407924545484,0.00173680763532227,0.0198145160937241,-1.33722824445352
"TM9SF3",-0.275089620989881,8.01914314217575,-3.5534921853617,0.00173927984555924,0.0198279960084097,-1.3385636823832
"FLJ45513",0.727762416604296,5.2900593273216,3.55333870366532,0.00173992675189836,0.0198279960084097,-1.33891281180769
"MORF4",-1.2938672709021,10.3719510553953,-3.5526210344863,0.00174295477041717,0.0198514497975115,-1.34054526550477
"ALKBH5",-0.46747014744398,8.03580119910854,-3.55115122522929,0.00174917238322453,0.019911185298919,-1.34388832540539
"HSPB1",0.778098651215888,11.7902987642801,3.5502697390293,0.00175291168715376,0.0199426589777521,-1.34589308707003
"KLK10",-0.747845226190623,5.93579455213483,-3.54977660807411,0.001755006987924,0.019955404456578,-1.34701455911609
"TREM1",-1.18852698526901,9.6182145865514,-3.54819897820832,0.00176172680265458,0.0200150099364131,-1.35060212233352
"NFIL3",-1.33505352169259,9.86488551401114,-3.54808695634904,0.00176220491060812,0.0200150099364131,-1.35085684716976
"NUBP2",0.376430255684188,7.62576477928136,3.54660505162893,0.00176854164539541,0.0200758412957891,-1.35422633817725
"MT3",0.328985472812778,5.58913107532302,3.54609353233001,0.00177073412133505,0.0200895871737054,-1.35538932656872
"KLHL41",-0.683668149060389,4.58129908937865,-3.54585113456578,0.00177177401774642,0.0200902486544133,-1.35594042649977
"CHERP",0.237287492598218,7.53960519606078,3.5450372572065,0.0017752699663011,0.0201187433002684,-1.35779073625068
"ANKRD44",-0.368150582707144,6.23553263393879,-3.54455715715382,0.00177733536939733,0.0201310033234395,-1.35888216972641
"UBFD1",0.603356920479369,7.32091528778411,3.54432509607925,0.00177833454646269,0.0201311798464889,-1.35940971146437
"RNASEK",-0.664184365072096,11.4891054042921,-3.54382524985611,0.00178048858696651,0.0201444222827217,-1.36054597649503
"ZNF618",0.863441151631359,7.14872522712711,3.54279965805199,0.00178491628859103,0.0201833600434213,-1.36287725519793
"ARL6IP5",-0.83449146397682,11.3801735318386,-3.54128933140896,0.001791456349974,0.0202461276172932,-1.36631007730026
"GALE",0.530881643094578,7.17078386459734,3.54043777987676,0.00179515411165146,0.0202761403800984,-1.368245406032
"PRR36",0.642612125769493,6.45508349052241,3.54022175894424,0.00179609334583077,0.0202761403800984,-1.36873633999866
"ADAMTS1",-1.93835690674463,8.75880427007163,-3.53840273641404,0.00180402137199606,0.0203459222901324,-1.37286999002708
"SETD4",0.404921694911917,6.05197749475081,3.53820527143782,0.00180488406391428,0.0203459222901324,-1.37331868824161
"ACTL10",0.381087004097945,5.92370116057965,3.5378988070305,0.00180622375705179,0.0203459222901324,-1.37401505248202
"LEPROTL1",-0.701109181184481,9.26028257925425,-3.53782126384943,0.00180656288746369,0.0203459222901324,-1.37419124767315
"RGCC",-0.950853095267496,7.95378219480104,-3.53766530302865,0.00180724516164854,0.0203459222901324,-1.37454562205003
"GRN",-1.00631572411067,11.2207693206973,-3.53645090716912,0.00181256636470978,0.0203864027864603,-1.37730483816455
"FYB1",-0.944175748849222,7.44048606330926,-3.53639014739937,0.00181283300294903,0.0203864027864603,-1.37744288347871
"SLC30A3",0.300646516082614,7.09898224381693,3.53589147377272,0.00181502283557725,0.0203998200855352,-1.37857583993144
"TMEM184B",0.349865815345421,8.80553819916198,3.53533917015603,0.0018174511996236,0.0204159021419848,-1.37983059306648
"NME1",0.941191839504127,9.91004903101584,3.53355935073594,0.00182529837522404,0.0204820359260418,-1.38387374323836
"FAM216B",-2.00180865314917,6.40795957033499,-3.53354993259171,0.00182533998774126,0.0204820359260418,-1.38389513670953
"F12",0.442076935804644,5.76479877397095,3.53331120031312,0.00182639509740968,0.0204826457307857,-1.38443741619371
"NAV2-AS4",0.300782562362617,5.59788730721918,3.53228239431234,0.00183094888569438,0.0205224703414605,-1.38677423826592
"SCARA3",-0.651011250149929,6.18895923530513,-3.53188861292744,0.00183269481654921,0.020530796283696,-1.38766862431748
"PC",0.830423290168825,6.6408250806611,3.53147504457711,0.00183453023419697,0.020540115045574,-1.38860792459873
"RERE",-0.328074918813352,5.6786189213397,-3.5300558904548,0.0018408421481427,0.0205995168102988,-1.39183090681833
"CARD8-AS1",-0.556763473118192,6.51491047017536,-3.528729010766,0.00184676290057407,0.0206544788448358,-1.39484402844669
"MB",1.14559231671994,6.05008702850322,3.5281615446787,0.00184930071810839,0.0206688227301073,-1.39613256030877
"UBAC1",-0.52131354741031,8.43565383580653,-3.52799076617626,0.00185006514103467,0.0206688227301073,-1.39652033262432
"ADAMTS16",0.545667081079477,4.88770019940557,3.52733668054682,0.00185299576285262,0.0206902696553762,-1.39800546505258
"LTA4H",-0.774311879008415,11.7499724954365,-3.52699299389114,0.00185453746838668,0.0206961932199946,-1.39878579357101
"NAALADL1",-0.364540338098534,6.46512638244636,-3.52669256089478,0.00185588617643297,0.020699957696487,-1.39946790017695
"LILRB1",-0.833412825460684,7.83486863446312,-3.52578201977229,0.00185997966217464,0.0207343157656472,-1.40153511225212
"SLC2A3",-1.564427303036,8.88827128706562,-3.52443663859803,0.00186604423577397,0.0207905973726651,-1.40458929545877
"OGFRL1",-0.76516327916848,8.1443086934057,-3.52405377565527,0.00186777360425743,0.0207955710294493,-1.40545838728612
"TMEM245",-0.704581483164276,8.51105676680305,-3.52388803091316,0.00186852274994661,0.0207955710294493,-1.40583461725459
"CIMAP1C",-0.683230993148068,5.23570813544595,-3.52268347212791,0.00187397605551841,0.0208449282218996,-1.40856875166098
"SPRYD7",-0.862851495902521,5.67666793687326,-3.52208864738657,0.0018766747061825,0.0208636073935021,-1.4099188092013
"HSPB6",-1.39619868971529,6.86268650954052,-3.52182979109039,0.00187785029544079,0.0208653431035759,-1.4105063099209
"CHAF1B",0.465846366034727,6.3987867573213,3.52119833452105,0.00188072106601838,0.0208859023647304,-1.41193941811501
"PIK3R5",-0.446188543355926,6.19977161715384,-3.51970804511125,0.00188751337490205,0.0209489550091335,-1.41532140786747
"GPR89B",0.402287303290561,7.67914948428869,3.5192243628661,0.00188972301875801,0.0209489550091335,-1.41641897303187
"GREM1",2.83764314219525,5.9940363160392,3.51906862759948,0.00189043501552041,0.0209489550091335,-1.4167723570667
"TLN2",0.280130061737781,5.64382711493501,3.51905595068318,0.00189049298391897,0.0209489550091335,-1.41680112249772
"OSTF1",-0.609819712810443,8.49443359209105,-3.51716683970801,0.00189915090800214,0.021025130149559,-1.42108743979962
"C6orf120",-0.938017156515551,8.49751001704248,-3.51689613373663,0.00190039474853309,0.021025130149559,-1.42170161192709
"NFKB1",-0.731320981479817,9.43026379554389,-3.51688431892299,0.00190044905343646,0.021025130149559,-1.42172841685328
"LINC00867",0.224468458794666,3.93236672239535,3.5164486918655,0.00190245240497076,0.0210353481632285,-1.42271673191464
"RPL13AP17",-0.578302138183352,7.2617929854797,-3.51623667056805,0.00190342819164016,0.0210353481632285,-1.42319773700189
"MAP4K5",-0.729048666542329,7.35968405697469,-3.51394002199771,0.00191402952755368,0.0211410913871782,-1.42840757772895
"EFHD2",-0.504892235156923,8.68868627437125,-3.51275782289805,0.00191950908087392,0.0211901792655052,-1.43108899605503
"EN2",0.566822803106868,4.22090866041179,3.51238089943458,0.00192125936767579,0.0211980676432455,-1.43194386984561
"SLC35B2",0.532520954548147,8.98207373054215,3.51205132902764,0.00192279104570249,0.021203536817022,-1.43269132586765
"STAM2",-0.451053105314132,7.31534927598871,-3.51129345624291,0.00192631779591726,0.0212309888686261,-1.43441008968366
"LMO7",-0.758864475309207,6.26877138499937,-3.51082602368202,0.00192849614377787,0.0212435578981171,-1.43547012190631
"MAPKAP1",-0.430539880003295,7.06164056117085,-3.50897922935048,0.0019371262621044,0.0213183457972846,-1.43965787645824
"TFEC",-1.40140272300144,7.01860522204311,-3.50892748634157,0.00193736860228414,0.0213183457972846,-1.43977519958681
"TMEM100",-3.14536319519161,8.92526180692152,-3.50827778556854,0.00194041402580794,0.0213384292496625,-1.44124830549845
"SOX17",-1.55653586181063,6.53557880443321,-3.50809345795171,0.00194127890080967,0.0213384292496625,-1.44166622965655
"LINC00665",0.463815973137065,4.713884940901,3.50656400183918,0.00194846976283958,0.0213969678680277,-1.44513372810698
"NDUFV1-DT",0.273475364567001,6.9056429894453,3.50651610624342,0.00194869536844694,0.0213969678680277,-1.44524230795196
"CERCAM",0.435838999772927,6.97758157727825,3.50517466205176,0.00195502445497998,0.0214458483462699,-1.44828321855544
"PRELID2",0.626455725064827,6.14910195840444,3.50488471406369,0.0019563951051517,0.0214458483462699,-1.44894045947174
"ELAPOR2",-1.34020757651186,6.95831239273089,-3.5046731108705,0.00195739599536412,0.0214458483462699,-1.4494201029466
"CBR4",0.659938369847374,6.63983999524834,3.50461286316701,0.00195768106069133,0.0214458483462699,-1.44955666573997
"DOCK2",-0.478144805518641,6.10173921459469,-3.50435795939231,0.00195888760172585,0.0214458483462699,-1.45013444643291
"TSPAN7",-1.73930857994912,8.90402424932515,-3.50418306721108,0.00195971584333801,0.0214458483462699,-1.45053086149494
"HHEX",-0.976440043595154,7.1271252336936,-3.50400703572688,0.00196054982653643,0.0214458483462699,-1.45092985367357
"ZNF548",-0.287454013422967,6.23336435203556,-3.50338246021742,0.00196351167793024,0.0214458483462699,-1.45234547117661
"PRKCB",-0.521682012433049,6.15061754891009,-3.50337105763652,0.00196356579174796,0.0214458483462699,-1.45237131482105
"TAF1A-AS1",0.487100629196755,4.56816072244017,3.50335851063392,0.00196362533839399,0.0214458483462699,-1.45239975224109
"SPRED2",-0.429794858615607,6.05524844920073,-3.50214807136411,0.00196937826395596,0.0214972079618062,-1.45514305182216
"ADGRL3",-0.739249432517509,5.5441826373041,-3.50102665275338,0.0019747228165489,0.0215440575086921,-1.45768437484192
"VDR",0.439859507330431,7.03942522320629,3.50002261758966,0.00197951997683858,0.0215848883143076,-1.45995950493915
"GARIN1A",0.285412582395125,5.14641954480182,3.49817584474392,0.00198837343992716,0.0216698824254468,-1.46414381670929
"ITGB1",-0.825467876354661,8.16121937992947,-3.49753186318085,0.00199146980340627,0.0216920768846813,-1.46560277566462
"CAPNS1",-0.500082934267116,11.6426384322352,-3.49692350454208,0.00199439922075939,0.0217072304754212,-1.46698096447437
"RHOT2",0.357085344391869,8.37921023673846,3.49680254193779,0.00199498219202947,0.0217072304754212,-1.46725498819828
"TOR4A",-0.525997463126385,6.20617557909871,-3.49593661051578,0.00199916036410253,0.021741134522894,-1.46921656031441
"KIAA1217",0.331970217145717,6.06247641542196,3.49494298707055,0.00200396520951369,0.0217789290893842,-1.47146723100058
"ADAMTSL3",-0.823086930744356,6.31745011396904,-3.49461608975149,0.00200554844970346,0.0217789290893842,-1.47220765364428
"C6orf141",1.14125322563322,6.30061310199057,3.49455839967897,0.00200582798326522,0.0217789290893842,-1.47233831978604
"SF3A1",-0.603941146325356,8.6084173134656,-3.49367189950649,0.00201012826076672,0.0218074808611916,-1.47434614178426
"AATBC",0.789251273417493,5.95537832137332,3.49357711572325,0.00201058857600374,0.0218074808611916,-1.47456080824871
"PIK3C2A",-0.600464170828762,7.11162459689247,-3.49321746379726,0.00201233615567978,0.0218148750520647,-1.47537533441205
"PLXDC1",0.513179671489133,5.82625585317212,3.49293258941002,0.00201372143973673,0.0218183360016366,-1.47602049137587
"LRRC45",0.498393538066916,6.5075108691936,3.49180010994927,0.00201923768278511,0.0218410296841809,-1.47858508673705
"LINC00115",0.439409049451151,4.60789816636573,3.49169410469624,0.0020197547845082,0.0218410296841809,-1.47882513324113
"KMO",-1.16595076995268,6.77943893911192,-3.49163893290016,0.00202002396801248,0.0218410296841809,-1.47895006776008
"RAMP1",0.951472603476867,8.14183288388794,3.49154756806219,0.00202046981477514,0.0218410296841809,-1.47915695894427
"EEF1A2",1.03488039217647,6.38571543928118,3.49139664794342,0.00202120649331426,0.0218410296841809,-1.47949870697273
"NXT2",-0.89500582993703,7.88270186739789,-3.49105933874962,0.0020228539334422,0.0218410296841809,-1.48026250575267
"DICER1-AS1",0.372695009123344,4.57914013432797,3.49097094151176,0.00202328588856241,0.0218410296841809,-1.48046266811316
"TMED2",-1.41306675676657,9.88539724880638,-3.49056197822014,0.00202528547196805,0.0218510900130575,-1.48138868688873
"UBE2C",1.34255876316875,7.31384465372871,3.48896352042938,0.00203311952975884,0.0218914495316467,-1.48500780944933
"SYT15",-0.425540483822506,6.76432403946687,-3.48890736699745,0.00203339527669905,0.0218914495316467,-1.48513494028758
"TOM1L2",-0.273110011105778,7.15887677547521,-3.48874038409864,0.00203421547882773,0.0218914495316467,-1.4855129847574
"LUZP2",0.328756751758496,5.27316350534872,3.48869650896073,0.00203443104250448,0.0218914495316467,-1.48561231600236
"ANXA4",-0.842825463224001,10.8746495183086,-3.48865075632557,0.00203465585434944,0.0218914495316467,-1.48571589745683
"TOX2",-1.42188245686494,7.6601893103998,-3.4884904343922,0.00203544380997331,0.0218914495316467,-1.48607885464643
"HOXA4",-0.523996520073569,6.38482777149247,-3.4871965284169,0.00204181408008865,0.0219484289796084,-1.48900800022942
"RAB11FIP1",-1.01475879819864,9.83709136489822,-3.4854441168716,0.00205047281130559,0.0220299354482895,-1.49297464701354
"VANGL1",0.537767011395483,6.39913249116369,3.48456647252022,0.00205482277523137,0.0220413867098678,-1.49496102566213
"VEGFC",-0.910270566550913,7.31911824484786,-3.48434593065727,0.00205591728933968,0.0220413867098678,-1.49546015849848
"LITAF",-0.73872487459685,8.59780167861036,-3.48431247617999,0.00205608336838891,0.0220413867098678,-1.49553587230829
"RGS9",-0.443970551113392,5.37160890959829,-3.48427250794252,0.00205628180109655,0.0220413867098678,-1.49562632773341
"SPNS2",-0.631619362788307,7.56359921602606,-3.48414332885893,0.00205692327238225,0.0220413867098678,-1.4959186816991
"SPART",-0.441552408511927,7.20794399212188,-3.48359130319979,0.00205966670128635,0.0220592351518722,-1.49716797567602
"SH3PXD2A",0.453266754359842,6.87678816591961,3.4831675900295,0.00206177487717935,0.0220702648594298,-1.49812684846623
"ACP5",-1.30187185092588,10.7495564163248,-3.48189023090953,0.00206814313220095,0.0221268612058322,-1.50101735205483
"SELENOT",-0.844201938933223,9.51436641486794,-3.48117078539279,0.00207173838337815,0.0221537458164057,-1.50264524140692
"AIF1",-0.608978373294462,9.12221009220714,-3.48089173905128,0.00207313449335429,0.0221567200168264,-1.50327661515824
"P2RX4",-0.80934585088551,8.78180495061883,-3.48062122194247,0.00207448880880713,0.0221567200168264,-1.50388867753563
"CTSS",-0.944021848292712,10.5107057588023,-3.48046642060835,0.00207526419466733,0.0221567200168264,-1.50423891975168
"EPN3",0.675475191145165,4.73979884301527,3.48005421316531,0.00207733028713381,0.0221672153215682,-1.5051715297786
"FAM66C",-0.225269792130644,3.69084894512592,-3.47931570914454,0.0020810368965872,0.0221951965411413,-1.50684230389895
"PLEKHO2",-0.584985952249134,9.29319918879806,-3.47821838611731,0.00208655639666566,0.0222424738388313,-1.50932468482856
"DEPP1",-1.5464039740604,10.070763009649,-3.47791531197265,0.00208808337178147,0.0222440551993995,-1.51001026649598
"SLX4",0.252372089775157,6.46187236214283,3.47758240139673,0.00208976193110837,0.0222440551993995,-1.51076332230382
"MTARC2",-0.915011530616057,8.02533466232477,-3.4775421007267,0.00208996521954587,0.0222440551993995,-1.51085448255939
"RTN1",-1.22502683826244,7.1804155024219,-3.47682261095566,0.00209359779433786,0.0222711362041128,-1.51248192281234
"MAGEA9",0.225717961255188,4.91226644415735,3.47651482348674,0.00209515364321612,0.0222761088912749,-1.51317809071887
"MRPL9",0.48673902388259,8.94421058068686,3.47563096558813,0.00209962778551844,0.0223120882067528,-1.51517714851586
"FAM167A",-0.502902081958463,6.04323801553106,-3.47510889823451,0.00210227491038475,0.0223286251120107,-1.51635786502458
"IFI30",-0.707213710119806,12.4211079229798,-3.47429377837952,0.00210641447556051,0.0223609881075191,-1.51820125791822
"TNFAIP1",-0.694894064135487,8.31043698397091,-3.47352650002605,0.00211031836165058,0.0223908169558851,-1.51993635004927
"ZBTB22",-0.290594964589095,7.2782945947917,-3.47248669185541,0.00211562016347525,0.0224354393190922,-1.52228756389487
"BRMS1",0.310621666936145,8.60908155143844,3.47202852656366,0.00211796040097731,0.0224378578963148,-1.52332350633583
"SDC2",-0.723239388260598,8.79923593579402,-3.47201279121651,0.0021180408196453,0.0224378578963148,-1.52335908435026
"CCNYL1",-0.574651039738497,7.54030944887541,-3.47018621285908,0.00212739623556364,0.0225253071667258,-1.52748872550248
"NDUFS6",0.660501873472144,10.7386625208978,3.4692842223666,0.00213203096482458,0.022562708250809,-1.52952778289148
"ARPP19",-0.705784392549923,9.40057213385081,-3.46762425145684,0.00214058626856269,0.0226415396168851,-1.53327996756789
"ABR",-0.384663283867643,6.93053624408024,-3.46727158608747,0.00214240818469049,0.0226455902391665,-1.53407706630568
"PRKACB",-0.969382949715558,7.90777977932087,-3.46691657722031,0.00214424373888784,0.0226455902391665,-1.53487943946227
"MIR34AHG",0.720914623210565,5.97344636496638,3.46690791292331,0.00214428855638367,0.0226455902391665,-1.53489902178901
"ZFX",-0.344521796893492,6.63067533212727,-3.46631575145809,0.00214735377984428,0.0226554548059451,-1.53623734438455
"RHBDD2",-0.738612408176659,8.92282184437294,-3.46629978737333,0.00214743647449717,0.0226554548059451,-1.53627342336623
"PIP5K1A",-0.72539923206029,7.40543621316108,-3.46489418009252,0.00215472979987797,0.0227206876940249,-1.53944993068818
"CDC42BPA",0.738734815961402,6.80816625911689,3.46442796241967,0.00215715422434594,0.0227345393973679,-1.5405034499043
"MFSD4B",0.464026419363162,5.29009305641021,3.46378247088604,0.00216051531117093,0.0227582433729982,-1.54196201284337
"WDR24",0.420313743378178,6.65717686882912,3.46352688784296,0.0021618475514087,0.0227605626721615,-1.54253951174946
"LPXN",-0.448762882348362,6.74742183113174,-3.4624652192664,0.00216739015723938,0.0227989637805542,-1.54493826414794
"TMED4",0.311565633130566,7.10196837771457,3.46227731799521,0.00216837257085665,0.0227989637805542,-1.54536279050316
"FHAD1-AS1",0.23593999163105,3.79954108152533,3.4621885590405,0.00216883678510476,0.0227989637805542,-1.54556332188687
"DECR1",-0.462620791190767,9.53854175098835,-3.46037744704422,0.00217833024435304,0.0228870046771939,-1.54965482335435
"CLNS1A",0.469285873985863,7.83798013998375,3.46016360018083,0.00217945386129688,0.0228870611488781,-1.55013788808598
"RPS23",-0.596489816516717,11.1468991444483,-3.45924985861113,0.00218426132482703,0.0229193135447718,-1.55220187214586
"MSANTD4",-0.64339986128744,7.00229274316749,-3.45915428223164,0.00218476477870962,0.0229193135447718,-1.55241775396808
"SFRP4",1.75599319937215,7.1223827332038,3.45867664133883,0.00218728247890142,0.0229230820795452,-1.55349659407091
"NRDC",0.702805521622351,7.99208613543736,3.45866118179312,0.0021873640153101,0.0229230820795452,-1.55353151162162
"FAM3C",0.480195314571365,6.96833608883658,3.45769236582589,0.00219247965503112,0.0229649340325087,-1.55571963236919
"BTN3A3",-0.67267556033055,9.27791521535115,-3.45675505455213,0.00219744006911071,0.022981043189782,-1.55783643708033
"CNKSR1",0.630619270477855,7.82676859290655,3.45668433737309,0.00219781476139106,0.022981043189782,-1.55799613688727
"CCDC6",-0.542458596347698,8.94568145342116,-3.45659364200469,0.00219829539874525,0.022981043189782,-1.55820095189231
"STX12",-0.407362333209644,10.0708955654216,-3.45655335255265,0.00219850894442728,0.022981043189782,-1.55829193604356
"DDX52",0.504124785448433,6.4392229944946,3.4561104817004,0.00220085762401605,0.0229938504291661,-1.5592920352797
"ELL3",0.497748976192331,6.42082462904917,3.45539844717534,0.0022046389026257,0.0230216042959389,-1.56089989066774
"RBM18",-0.629353438575923,7.23972812794554,-3.45477917872125,0.00220793270629943,0.0230313131482894,-1.56229819513015
"RDM1",0.329527606205049,4.16593942295822,3.45433634807525,0.00221029101025128,0.0230313131482894,-1.56329806152988
"TRIM24",0.47112731796746,6.29488410585969,3.45428758522972,0.00221055084822789,0.0230313131482894,-1.5634081608884
"TMEM106C",0.593257672391269,7.17614123316461,3.45389869055139,0.00221262418330614,0.0230313131482894,-1.5642862126659
"ARHGDIB",-0.472641745898624,10.383212739647,-3.45389731846532,0.00221263150174557,0.0230313131482894,-1.56428931053229
"OVGP1",0.36352626184004,6.82572104137255,3.45381635399945,0.00221306339229885,0.0230313131482894,-1.56447210975684
"ZNF41",-0.411584248901526,4.73265040089204,-3.45368003112842,0.0022137907685718,0.0230313131482894,-1.56477989290109
"MOB4",-0.822380031284469,9.47170504906829,-3.45353385442841,0.00221457098137654,0.0230313131482894,-1.56510991979988
"GASK1B",-1.0035048740604,7.77278941131481,-3.45185732763648,0.00222353861910788,0.0231122264476695,-1.56889478044572
"FBXO31",0.322351117806707,6.71215094925379,3.45147280328102,0.00222560041348969,0.0231122264476695,-1.56976279552013
"MT1M",-2.62051255833508,9.08964604141856,-3.45144698565739,0.00222573891280386,0.0231122264476695,-1.56982107457631
